Source_ID,PyBDSF_RA,PyBDSF_Dec,Class,Scores,x1,y1,x2,y2,RC_RA,RC_Dec,PyBDSF_host,PyBDSF_host_RA,PyBDSF_host_Dec,RC_host,RC_host_RA,RC_host_Dec,file_path
4304,242.62,54.0238,1C_1P,0.9957,242.6315,53.9997,242.6241,54.0044,242.6277,54.0015,2425p545_ac51-005313,242.6241,54.0206,2425p545_ac51-005177,242.6277,54.0019,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4304_logminmax_pred.png
4304,242.62,54.0238,1C_1P,0.9374,242.5929,54.0135,242.5874,54.016999999999996,242.59,54.0149,2425p545_ac51-005313,242.6241,54.0206,2425p545_ac51-006053,242.5885,54.0158,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4304_logminmax_pred.png
4304,242.62,54.0238,3C_3P,0.9024,242.6354,54.0188,242.6069,54.0357,242.62,54.0258,-,242.6241,54.0206,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4304_logminmax_pred.png
1792,244.521,55.4513,1C_1P,0.9544,244.5315,55.4646,244.5252,55.4685,244.5278,55.4665,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1792_logminmax_pred.png
1792,244.521,55.4513,3C_3P,0.8412,244.5231,55.4288,244.505,55.4402,244.5134,55.4336,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1792_logminmax_pred.png
3856,242.946,53.1873,1C_1P,0.9683,242.95,53.1851,242.9419,53.1901,242.946,53.1876,2441p530_ac51-040956,242.9462,53.1878,2441p530_ac51-040956,242.9462,53.1878,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3856_logminmax_pred.png
3856,242.946,53.1873,3C_3P,0.9122,242.9872,53.1874,242.9687,53.1991,242.9835,53.1948,2441p530_ac51-040956,242.9462,53.1878,2441p530_ac51-040282,242.9848,53.1956,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3856_logminmax_pred.png
1839,244.50799999999998,56.2478,1C_1P,0.9921,244.5134,56.2444,244.5025,56.2512,244.5078,56.2475,2453p560_ac51-042000,244.5092,56.2458,2453p560_ac51-042000,244.5092,56.2458,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1839_logminmax_pred.png
6296,240.77900000000002,54.9999,1C_1P,0.9933,240.792,54.9902,240.7856,54.994,240.7891,54.9917,2400p545_ac51-056382,240.7791,55.0003,2400p545_ac51-057131,240.7896,54.9934,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6296_logminmax_pred.png
5270,241.868,54.3097,1C_1P,0.8464,241.8385,54.2923,241.8336,54.2952,241.8359,54.2932,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5270_logminmax_pred.png
6287,240.80599999999998,54.7254,1C_1P,0.9503,240.8458,54.7404,240.8403,54.7434,240.8435,54.7418,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6287_logminmax_pred.png
2423,244.06599999999997,56.6885,1C_1P,0.9933,244.0699,56.6866,244.0627,56.6909,244.0665,56.6885,2453p560_ac51-062935,244.0667,56.6887,2453p560_ac51-062935,244.0667,56.6887,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2423_logminmax_pred.png
2977,243.578,54.1069,1C_1P,0.9632,243.5542,54.1066,243.5489,54.11,243.5512,54.1079,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2977_logminmax_pred.png
2977,243.578,54.1069,1C_1P,0.8508,243.5888,54.095,243.5851,54.0975,243.5868,54.0959,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2977_logminmax_pred.png
1456,244.828,56.45,1C_1P,0.9449,244.8178,56.4696,244.8128,56.4728,244.8155,56.4708,2453p560_ac51-041821,244.8285,56.4502,2453p560_ac51-041821,244.8285,56.4502,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1456_logminmax_pred.png
1255,244.878,53.998000000000005,1C_1P,0.9867,244.9072,53.9828,244.8976,53.9891,244.903,53.9854,2451p545_ac51-005491,244.878,53.9981,2451p545_ac51-005462,244.9028,53.9858,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1255_logminmax_pred.png
1255,244.878,53.998000000000005,1C_3P,0.8735,244.8644,53.975,244.8356,53.997,244.847,53.9875,2451p545_ac51-005491,244.878,53.9981,2451p545_ac51-005348,244.8446,53.9893,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1255_logminmax_pred.png
321,245.90599999999998,55.9033,3C_3P,0.9477,245.9282,55.8907,245.8993,55.9089,245.9126,55.9002,2453p560_ac51-028845,245.9031,55.9063,2453p560_ac51-030655,245.9085,55.8984,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_321_logminmax_pred.png
572,245.449,53.5395,1C_1P,0.8296,245.4762,53.5508,245.4715,53.553999999999995,245.4741,53.5522,2465p530_ac51-062550,245.451,53.5409,2465p530_ac51-062628,245.4748,53.5523,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_572_logminmax_pred.png
572,245.449,53.5395,2C_2P,0.9291,245.4572,53.5386,245.4459,53.54600000000001,245.4525,53.5429,2465p530_ac51-062550,245.451,53.5409,2465p530_ac51-062507,245.4529,53.5442,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_572_logminmax_pred.png
2628,243.892,56.4006,1C_1P,0.9831,243.8578,56.3837,243.8485,56.3895,243.8534,56.3859,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2628_logminmax_pred.png
3063,243.528,55.2479,1C_1P,0.9732,243.5334,55.2385,243.5276,55.2422,243.5308,55.24,2425p545_ac51-051900,243.5287,55.2486,2425p545_ac51-052053,243.5306,55.2404,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3063_logminmax_pred.png
3063,243.528,55.2479,3C_3P,0.9264,243.5418,55.2365,243.516,55.2523,243.5293,55.2429,2425p545_ac51-051900,243.5287,55.2486,2425p545_ac51-052358,243.5323,55.2442,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3063_logminmax_pred.png
6323,240.78799999999998,53.5881,1C_1P,0.8194,240.7904,53.5862,240.7846,53.5901,240.7875,53.588,2416p530_ac51-063151,240.7856,53.5877,2416p530_ac51-063151,240.7856,53.5877,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6323_logminmax_pred.png
2460,244.02599999999998,56.2813,1C_1P,0.9864,244.0195,56.2907,244.0137,56.2942,244.0166,56.2924,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2460_logminmax_pred.png
2460,244.02599999999998,56.2813,1C_1P,0.8567,244.0614,56.2745,244.0569,56.2773,244.0589,56.2755,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2460_logminmax_pred.png
3168,243.451,53.4567,1C_1P,0.8455,243.4487,53.4784,243.4443,53.4813,243.4466,53.4797,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3168_logminmax_pred.png
3168,243.451,53.4567,1C_1P,0.8162,243.4453,53.441,243.4407,53.4438,243.4432,53.4421,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3168_logminmax_pred.png
51,246.3,54.1704,1C_1P,0.9027,246.3038,54.168,246.296,54.1733,246.3001,54.1706,2451p545_ac51-023623,246.3017,54.1704,2451p545_ac51-023623,246.3017,54.1704,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_51_logminmax_pred.png
69,246.25,54.1943,1C_1P,0.9116,246.2212,54.1872,246.2149,54.1914,246.2185,54.1888,2451p545_ac51-023616,246.25,54.1949,2451p545_ac51-025024,246.2192,54.1889,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_69_logminmax_pred.png
2953,243.601,54.7216,1C_1P,0.9769,243.5644,54.7085,243.5573,54.7141,243.5592,54.7108,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2953_logminmax_pred.png
2953,243.601,54.7216,1C_1P,0.9433,243.5643,54.7275,243.5574,54.7325,243.5589,54.7297,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2953_logminmax_pred.png
2417,244.015,54.0755,1C_1P,0.9571,244.0205,54.0725,244.0101,54.0792,244.0155,54.0755,2451p545_ac51-013518,244.0105,54.0768,2451p545_ac51-013518,244.0105,54.0768,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2417_logminmax_pred.png
2417,244.015,54.0755,1C_1P,0.9569,244.0513,54.093999999999994,244.0432,54.0992,244.0472,54.0962,2451p545_ac51-013518,244.0105,54.0768,2451p545_ac51-013261,243.9948,54.0642,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2417_logminmax_pred.png
2417,244.015,54.0755,1C_1P,0.9305,243.997,54.0631,243.9926,54.066,243.9944,54.06399999999999,-,244.0105,54.0768,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2417_logminmax_pred.png
3325,243.33599999999998,54.1595,1C_1P,0.8883,243.3753,54.1681,243.3707,54.17100000000001,243.3734,54.1693,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3325_logminmax_pred.png
3722,243.05,53.6231,1C_1P,0.9902,243.0552,53.6202,243.0458,53.6261,243.0502,53.6228,2441p530_ac51-063028,243.0501,53.6237,2441p530_ac51-063028,243.0501,53.6237,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3722_logminmax_pred.png
5998,241.12599999999998,55.0938,1C_1P,0.9883,241.0978,55.0875,241.0859,55.0944,241.0919,55.0905,2400p545_ac51-053604,241.1257,55.0939,2400p545_ac51-053604,241.1257,55.0939,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5998_logminmax_pred.png
3461,243.226,54.9239,1C_1P,0.9941,243.2288,54.9218,243.2216,54.9262,243.2254,54.9238,2425p545_ac51-046689,243.2258,54.9242,2425p545_ac51-046689,243.2258,54.9242,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3461_logminmax_pred.png
5855,241.21599999999998,56.3144,1C_1P,0.9957,241.2196,56.3124,241.2117,56.3167,241.2156,56.3143,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5855_logminmax_pred.png
5351,241.813,53.9647,1C_1P,0.9081,241.8147,53.9635,241.8101,53.9662,241.8126,53.9644,2425p545_ac51-007671,241.8125,53.9648,2425p545_ac51-007671,241.8125,53.9648,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5351_logminmax_pred.png
5351,241.813,53.9647,3C_3P,0.9255,241.7959,53.9753,241.7748,53.9881,241.7826,53.9798,-,241.8125,53.9648,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5351_logminmax_pred.png
740,245.312,54.1526,1C_1P,0.988,245.3265,54.1589,245.3197,54.1632,245.3232,54.1609,2451p545_ac51-018465,245.3114,54.1531,2451p545_ac51-019483,245.3236,54.1617,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_740_logminmax_pred.png
3937,242.88,53.273999999999994,1C_1P,0.8487,242.8823,53.2723,242.8773,53.2757,242.8796,53.2738,2441p530_ac51-039800,242.8808,53.273999999999994,2441p530_ac51-039800,242.8808,53.273999999999994,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3937_logminmax_pred.png
3937,242.88,53.273999999999994,3C_3P,0.9527,242.9132,53.2708,242.8796,53.2917,242.8887,53.2781,2441p530_ac51-039800,242.8808,53.273999999999994,2441p530_ac51-040474,242.8888,53.2795,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3937_logminmax_pred.png
3937,242.88,53.273999999999994,3C_3P,0.8909,242.90099999999998,53.2501,242.8612,53.2741,242.8783,53.2663,2441p530_ac51-039800,242.8808,53.273999999999994,2416p530_ac51-050972,242.8749,53.2658,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3937_logminmax_pred.png
4513,242.451,54.8687,3C_3P,0.8719,242.4526,54.8623,242.4131,54.8879,242.4443,54.8718,2425p545_ac51-046249,242.4519,54.8693,2425p545_ac51-044061,242.4469,54.8735,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4513_logminmax_pred.png
5630,241.554,53.9773,1C_1P,0.9836,241.5566,53.9757,241.5507,53.9793,241.5534,53.9773,2425p545_ac51-010380,241.5535,53.9776,2425p545_ac51-010380,241.5535,53.9776,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5630_logminmax_pred.png
3413,243.267,55.9572,3C_3P,0.9029,243.2918,55.9578,243.2542,55.9795,243.2751,55.9702,2426p560_ac51-029101,243.2675,55.9576,2426p560_ac51-028908,243.2808,55.9691,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3413_logminmax_pred.png
5199,241.938,53.958999999999996,1C_1P,0.9437,241.9803,53.963,241.9738,53.967,241.9786,53.9648,2425p545_ac51-008077,241.9391,53.9593,2425p545_ac51-009994,241.9784,53.9652,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5199_logminmax_pred.png
5199,241.938,53.958999999999996,1C_1P,0.8109,241.9092,53.95399999999999,241.8958,53.963,241.9024,53.9587,2425p545_ac51-008077,241.9391,53.9593,2425p545_ac51-007576,241.9025,53.9592,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5199_logminmax_pred.png
4923,242.11700000000002,55.4548,1C_1P,0.9774,242.0802,55.474,242.0735,55.4778,242.0767,55.4753,2426p560_ac51-008268,242.1167,55.4552,2426p560_ac51-007920,242.0769,55.4757,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4923_logminmax_pred.png
1807,244.47799999999998,54.3195,3C_3P,0.9185,244.4913,54.3139,244.4608,54.3334,244.4751,54.3254,2451p545_ac51-017218,244.4799,54.3169,2451p545_ac51-016257,244.4781,54.3256,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1807_logminmax_pred.png
4626,242.394,53.8726,1C_1P,0.9586,242.3694,53.8712,242.3641,53.8744,242.3664,53.8724,2425p545_ac51-005050,242.3942,53.873000000000005,2425p545_ac51-005717,242.3662,53.8728,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4626_logminmax_pred.png
6402,240.576,54.3379,1C_1P,0.8706,240.5786,54.336999999999996,240.5745,54.3395,240.5761,54.338,2400p545_ac51-023089,240.5758,54.3383,2400p545_ac51-023089,240.5758,54.3383,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6402_logminmax_pred.png
3804,242.958,56.3209,1C_1P,0.9956,242.9633,56.318000000000005,242.9528,56.3242,242.9582,56.321000000000005,2426p560_ac51-047883,242.9586,56.3211,2426p560_ac51-047883,242.9586,56.3211,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3804_logminmax_pred.png
4174,242.692,56.0082,1C_1P,0.8962,242.695,56.007,242.6898,56.0102,242.6921,56.0082,2426p560_ac51-032723,242.6922,56.0086,2426p560_ac51-032723,242.6922,56.0086,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4174_logminmax_pred.png
766,245.373,55.8828,1C_1P,0.9929,245.3989,55.8882,245.389,55.8944,245.3944,55.8913,2453p560_ac51-033027,245.372,55.8831,2453p560_ac51-033027,245.372,55.8831,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_766_logminmax_pred.png
5436,241.745,53.728,1C_1P,0.9618,241.7457,53.7478,241.739,53.7515,241.7429,53.7495,2416p530_ac51-058643,241.7445,53.7286,2416p530_ac51-058629,241.7421,53.7498,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5436_logminmax_pred.png
1287,244.864,54.2144,1C_1P,0.9892,244.8692,54.2115,244.8595,54.2177,244.8642,54.2144,2451p545_ac51-018251,244.8634,54.2149,2451p545_ac51-018251,244.8634,54.2149,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1287_logminmax_pred.png
1287,244.864,54.2144,1C_1P,0.9324,244.8869,54.2036,244.8822,54.2066,244.8845,54.2047,2451p545_ac51-018251,244.8634,54.2149,2451p545_ac51-018663,244.8843,54.2052,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1287_logminmax_pred.png
6185,240.952,54.4403,3C_3P,0.8982,240.9807,54.4309,240.9455,54.4509,240.9534,54.4403,-,240.951,54.446999999999996,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6185_logminmax_pred.png
2807,243.722,54.6648,1C_1P,0.988,243.7244,54.6636,243.7189,54.6671,243.7217,54.6651,2425p545_ac51-025888,243.7214,54.6651,2425p545_ac51-025888,243.7214,54.6651,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2807_logminmax_pred.png
4093,242.739,56.4152,1C_1P,0.9391,242.7315,56.4329,242.727,56.4355,242.7292,56.4341,-,242.7405,56.4156,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4093_logminmax_pred.png
5723,241.452,53.9101,1C_1P,0.9891,241.4712,53.9119,241.4642,53.9162,241.4681,53.9141,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5723_logminmax_pred.png
5723,241.452,53.9101,1C_1P,0.92,241.416,53.8946,241.4111,53.8975,241.4135,53.8955,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5723_logminmax_pred.png
5723,241.452,53.9101,1C_1P,0.8766,241.4344,53.9322,241.4299,53.9348,241.4321,53.9331,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5723_logminmax_pred.png
5366,241.74,55.4433,1C_1P,0.8575,241.7429,55.4417,241.7373,55.445,241.7399,55.4431,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5366_logminmax_pred.png
4245,242.645,55.826,1C_1P,0.9242,242.6583,55.8069,242.6523,55.8106,242.6558,55.8084,2426p560_ac51-018298,242.643,55.8256,2426p560_ac51-018367,242.6553,55.8075,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4245_logminmax_pred.png
4245,242.645,55.826,1C_1P,0.8384,242.6386,55.8423,242.6234,55.8508,242.63099999999997,55.8461,2426p560_ac51-018298,242.643,55.8256,2426p560_ac51-018275,242.6316,55.8462,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4245_logminmax_pred.png
2685,243.838,55.5016,1C_1P,0.991,243.8238,55.488,243.8146,55.4937,243.81900000000002,55.4905,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2685_logminmax_pred.png
3223,243.41299999999998,53.714,1C_1P,0.8644,243.4199,53.7339,243.4157,53.7366,243.4183,53.7349,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3223_logminmax_pred.png
3396,243.285,53.7231,3C_3P,0.9079,243.2958,53.72,243.2738,53.7334,243.2847,53.726000000000006,2441p530_ac51-063217,243.2862,53.7234,2441p530_ac51-063854,243.2857,53.7269,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3396_logminmax_pred.png
2596,243.86900000000003,53.7067,1C_1P,0.9941,243.8839,53.6818,243.8776,53.6863,243.88099999999997,53.6833,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2596_logminmax_pred.png
2596,243.86900000000003,53.7067,1C_1P,0.9557,243.8781,53.7181,243.873,53.7214,243.8753,53.7194,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2596_logminmax_pred.png
3360,243.31099999999998,54.2968,1C_1P,0.8944,243.3167,54.2943,243.3053,54.3013,243.3111,54.2971,2425p545_ac51-021084,243.3122,54.2971,2425p545_ac51-021084,243.3122,54.2971,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3360_logminmax_pred.png
3360,243.31099999999998,54.2968,1C_1P,0.8841,243.2928,54.3091,243.2883,54.3118,243.2903,54.3103,2425p545_ac51-021084,243.3122,54.2971,2425p545_ac51-020919,243.2899,54.3104,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3360_logminmax_pred.png
4723,242.315,54.4622,1C_1P,0.9889,242.3186,54.4603,242.3117,54.4645,242.315,54.4621,2425p545_ac51-030815,242.3154,54.4625,2425p545_ac51-030815,242.3154,54.4625,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4723_logminmax_pred.png
2213,244.205,54.8226,1C_1P,0.987,244.2101,54.8199,244.2009,54.8258,244.2056,54.8227,2451p545_ac51-038651,244.2056,54.8224,2451p545_ac51-038651,244.2056,54.8224,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2213_logminmax_pred.png
2129,244.292,56.0477,1C_1P,0.9945,244.2965,56.0449,244.2866,56.051,244.2915,56.0477,2453p560_ac51-036781,244.292,56.0486,2453p560_ac51-036781,244.292,56.0486,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2129_logminmax_pred.png
6265,240.9,53.6664,1C_1P,0.9834,240.93599999999998,53.677,240.9286,53.6812,240.9325,53.6793,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6265_logminmax_pred.png
2108,244.301,55.8015,1C_1P,0.9892,244.3424,55.7845,244.3365,55.7882,244.3396,55.7858,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2108_logminmax_pred.png
2108,244.301,55.8015,1C_1P,0.9433,244.3161,55.8181,244.3108,55.8214,244.3137,55.8194,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2108_logminmax_pred.png
2108,244.301,55.8015,1C_1P,0.812,244.2866,55.813,244.2816,55.8161,244.2837,55.8143,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2108_logminmax_pred.png
3278,243.37099999999998,53.786,1C_1P,0.9857,243.3749,53.784,243.3679,53.7885,243.3716,53.7861,2425p545_ac51-000323,243.3714,53.7856,2425p545_ac51-000323,243.3714,53.7856,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3278_logminmax_pred.png
3278,243.37099999999998,53.786,1C_1P,0.9314,243.3422,53.7735,243.3366,53.7772,243.33900000000003,53.7748,2425p545_ac51-000323,243.3714,53.7856,2425p545_ac51-003644,243.3392,53.7753,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3278_logminmax_pred.png
3930,242.855,56.3241,3C_3P,0.9274,242.8358,56.3152,242.81,56.3339,242.8172,56.3247,2426p560_ac51-044700,242.8553,56.3248,2426p560_ac51-045086,242.8128,56.3247,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3930_logminmax_pred.png
350,245.757,54.3672,1C_1P,0.9686,245.7843,54.3567,245.7784,54.3607,245.7814,54.3582,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_350_logminmax_pred.png
350,245.757,54.3672,1C_1P,0.8887,245.7939,54.3663,245.79,54.369,245.7926,54.3673,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_350_logminmax_pred.png
1250,244.888,54.1582,1C_1P,0.9613,244.8902,54.1568,244.8855,54.1601,244.8878,54.1582,2451p545_ac51-018681,244.8879,54.1584,2451p545_ac51-018681,244.8879,54.1584,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1250_logminmax_pred.png
1250,244.888,54.1582,3C_3P,0.8527,244.9265,54.1662,244.8989,54.1816,244.9194,54.1746,2451p545_ac51-018681,244.8879,54.1584,2451p545_ac51-018233,244.9193,54.1747,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1250_logminmax_pred.png
3942,242.84900000000002,56.2507,1C_1P,0.9846,242.8286,56.2663,242.8202,56.2712,242.8239,56.2687,2426p560_ac51-044875,242.8494,56.2508,2426p560_ac51-045520,242.8239,56.2692,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3942_logminmax_pred.png
3942,242.84900000000002,56.2507,1C_1P,0.9774,242.8883,56.2473,242.88099999999997,56.2515,242.8844,56.248999999999995,2426p560_ac51-044875,242.8494,56.2508,2426p560_ac51-044830,242.8843,56.2493,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3942_logminmax_pred.png
3848,242.93200000000002,55.9968,1C_1P,0.91,242.9177,55.9887,242.8984,55.9998,242.9078,55.9944,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3848_logminmax_pred.png
2844,243.69299999999998,55.4087,1C_1P,0.8183,243.6815,55.3888,243.6771,55.3915,243.6796,55.3896,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2844_logminmax_pred.png
