Source_ID,PyBDSF_RA,PyBDSF_Dec,Class,Scores,x1,y1,x2,y2,RC_RA,RC_Dec,PyBDSF_host,PyBDSF_host_RA,PyBDSF_host_Dec,RC_host,RC_host_RA,RC_host_Dec,file_path
32,246.353,53.9883,1C_1P,0.9994,246.3576,53.9863,246.3507,53.9911,246.3537,53.9885,2451p545_ac51-000146,246.3543,53.9889,2451p545_ac51-000146,246.3543,53.9889,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_32_infraredctmask_pred.png
2406,244.046,55.2475,1C_1P,0.9976,244.049,55.245,244.0407,55.2504,244.046,55.2474,2451p545_ac51-062697,244.0459,55.2477,2451p545_ac51-062697,244.0459,55.2477,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2406_infraredctmask_pred.png
873,245.187,53.8456,1C_1P,0.9978,245.1883,53.8439,245.1832,53.8474,245.1864,53.8455,2451p545_ac51-006954,245.1866,53.8455,2451p545_ac51-006954,245.1866,53.8455,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_873_infraredctmask_pred.png
4116,242.764,53.6126,1C_1P,0.9974,242.7455,53.6105,242.7422,53.6128,242.7441,53.6113,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4116_infraredctmask_pred.png
4116,242.764,53.6126,1C_1P,0.9917,242.7842,53.5926,242.7774,53.5972,242.7815,53.5947,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4116_infraredctmask_pred.png
4116,242.764,53.6126,1C_1P,0.982,242.7371,53.5897,242.7331,53.5922,242.736,53.5905,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4116_infraredctmask_pred.png
3960,242.834,55.9667,1C_1P,0.9901,242.8528,55.9592,242.8483,55.9619,242.8502,55.9602,2426p560_ac51-031851,242.8383,55.9664,2426p560_ac51-031851,242.8383,55.9664,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3960_infraredctmask_pred.png
3960,242.834,55.9667,1C_2P,0.9098,242.8425,55.9622,242.8259,55.9719,242.8344,55.9669,-,242.8383,55.9664,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3960_infraredctmask_pred.png
5416,241.663,56.135,1C_1P,0.9991,241.6663,56.133,241.658,56.1378,241.6633,56.135,2426p560_ac51-036681,241.663,56.1353,2426p560_ac51-036681,241.663,56.1353,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5416_infraredctmask_pred.png
2223,244.199,54.928,1C_1P,0.9978,244.1771,54.9167,244.1721,54.9203,244.1742,54.9183,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2223_infraredctmask_pred.png
2223,244.199,54.928,1C_1P,0.9721,244.2394,54.9318,244.2358,54.9339,244.2385,54.9326,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2223_infraredctmask_pred.png
342,245.746,53.8979,1C_1P,0.9987,245.7486,53.8954,245.7409,53.9009,245.7461,53.8978,2451p545_ac51-002818,245.7462,53.8982,2451p545_ac51-002818,245.7462,53.8982,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_342_infraredctmask_pred.png
342,245.746,53.8979,1C_1P,0.9962,245.7437,53.9161,245.7398,53.9188,245.7427,53.9174,2451p545_ac51-002818,245.7462,53.8982,2451p545_ac51-003180,245.7429,53.9177,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_342_infraredctmask_pred.png
5617,241.471,56.1792,1C_1P,0.9806,241.4673,56.1561,241.4611,56.1597,241.4635,56.1576,2426p560_ac51-036725,241.4743,56.1806,2426p560_ac51-038155,241.5097,56.1783,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5617_infraredctmask_pred.png
5617,241.471,56.1792,1C_2P,0.9993,241.478,56.1753,241.4628,56.1837,241.4713,56.1792,-,241.4743,56.1806,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5617_infraredctmask_pred.png
802,245.287,54.7614,1C_1P,0.9921,245.2899,54.7595,245.2836,54.7639,245.2869,54.7615,2451p545_ac51-045121,245.2874,54.7619,2451p545_ac51-045121,245.2874,54.7619,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_802_infraredctmask_pred.png
802,245.287,54.7614,1C_1P,0.9876,245.2521,54.782,245.2487,54.7846,245.2504,54.7832,2451p545_ac51-045121,245.2874,54.7619,2451p545_ac51-044728,245.2505,54.7833,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_802_infraredctmask_pred.png
4273,242.614,56.276,1C_1P,0.9961,242.6155,56.2744,242.6097,56.2781,242.6138,56.276,2426p560_ac51-044845,242.6137,56.2764,2426p560_ac51-044845,242.6137,56.2764,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4273_infraredctmask_pred.png
4273,242.614,56.276,1C_1P,0.9957,242.6529,56.2783,242.6396,56.2858,242.6477,56.2817,2426p560_ac51-044845,242.6137,56.2764,2426p560_ac51-044629,242.6476,56.2821,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4273_infraredctmask_pred.png
4273,242.614,56.276,1C_1P,0.9907,242.6253,56.2807,242.6212,56.2831,242.6244,56.2818,2426p560_ac51-044845,242.6137,56.2764,2426p560_ac51-044843,242.6243,56.2822,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4273_infraredctmask_pred.png
2364,244.068,54.2897,1C_2P,0.9384,244.0766,54.2853,244.0609,54.2952,244.0682,54.2897,2451p545_ac51-013332,244.0665,54.2897,2451p545_ac51-013332,244.0665,54.2897,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2364_infraredctmask_pred.png
3048,243.544,55.172,1C_1P,0.9982,243.5262,55.157,243.5186,55.1617,243.5235,55.1587,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3048_infraredctmask_pred.png
3048,243.544,55.172,1C_1P,0.9981,243.5471,55.1547,243.5415,55.1584,243.5438,55.1562,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3048_infraredctmask_pred.png
3048,243.544,55.172,1C_1P,0.9619,243.5157,55.1483,243.5109,55.1513,243.514,55.1493,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3048_infraredctmask_pred.png
2595,243.91,56.2902,1C_1P,0.9948,243.9146,56.2788,243.9087,56.2826,243.9127,56.2802,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2595_infraredctmask_pred.png
2595,243.91,56.2902,1C_1P,0.9799,243.9082,56.3113,243.9003,56.3151,243.9047,56.3143,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2595_infraredctmask_pred.png
2595,243.91,56.2902,1C_1P,0.9506,243.9295,56.2737,243.9228,56.2782,243.9251,56.2757,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2595_infraredctmask_pred.png
4173,242.697,55.6943,1C_1P,0.998,242.6992,55.6923,242.6913,55.697,242.6966,55.6944,2426p560_ac51-018929,242.6972,55.6951,2426p560_ac51-018929,242.6972,55.6951,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4173_infraredctmask_pred.png
4173,242.697,55.6943,1C_1P,0.9977,242.7226,55.6779,242.719,55.6803,242.7221,55.6786,2426p560_ac51-018929,242.6972,55.6951,2426p560_ac51-018380,242.6652,55.6898,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4173_infraredctmask_pred.png
4173,242.697,55.6943,1C_1P,0.9963,242.6665,55.6885,242.6629,55.6906,242.6649,55.6893,-,242.6972,55.6951,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4173_infraredctmask_pred.png
1269,244.858,53.698,1C_1P,0.9955,244.8608,53.697,244.8566,53.7,244.8587,53.6982,2441p530_ac51-054775,244.8585,53.6986,2441p530_ac51-054775,244.8585,53.6986,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1269_infraredctmask_pred.png
433,245.631,53.9895,3C_3P,0.948,245.6428,53.9835,245.6261,53.9945,245.6313,53.9895,-,245.6312,53.9868,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_433_infraredctmask_pred.png
2511,243.93,53.1959,1C_1P,0.9957,243.9137,53.2082,243.908,53.2123,243.911,53.2103,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2511_infraredctmask_pred.png
4923,242.117,55.4548,1C_1P,0.9852,242.0795,55.4736,242.073,55.4775,242.0769,55.4754,2426p560_ac51-008268,242.1167,55.4552,2426p560_ac51-007920,242.0769,55.4757,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4923_infraredctmask_pred.png
5275,241.838,55.082,1C_1P,0.9931,241.8403,55.0955,241.8338,55.0993,241.838,55.0973,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5275_infraredctmask_pred.png
5275,241.838,55.082,1C_1P,0.9716,241.804,55.1037,241.7994,55.1064,241.8018,55.1047,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5275_infraredctmask_pred.png
1978,244.408,55.8904,1C_1P,0.9923,244.4381,55.8764,244.4335,55.8794,244.4365,55.8775,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1978_infraredctmask_pred.png
1978,244.408,55.8904,1C_1P,0.9923,244.4093,55.89,244.4065,55.892,244.408,55.8907,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1978_infraredctmask_pred.png
4557,242.447,53.586,1C_1P,0.9969,242.4854,53.5776,242.4797,53.5814,242.4823,53.5793,2416p530_ac51-052314,242.4469,53.5863,2416p530_ac51-053053,242.482,53.5788,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4557_infraredctmask_pred.png
4557,242.447,53.586,1C_1P,0.996,242.4338,53.5752,242.4289,53.5783,242.4326,53.5766,2416p530_ac51-052314,242.4469,53.5863,2416p530_ac51-054945,242.4327,53.5767,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4557_infraredctmask_pred.png
4557,242.447,53.586,1C_1P,0.986,242.4504,53.584,242.4434,53.5885,242.4467,53.5858,2416p530_ac51-052314,242.4469,53.5863,2416p530_ac51-052314,242.4469,53.5863,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4557_infraredctmask_pred.png
877,245.309,56.3835,1C_1P,0.975,245.3323,56.3581,245.3256,56.3617,245.33,56.3591,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_877_infraredctmask_pred.png
4009,242.808,56.0165,1C_1P,0.9989,242.8025,56.0198,242.7985,56.0224,242.8003,56.0209,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4009_infraredctmask_pred.png
1283,244.889,54.679,1C_1P,0.9924,244.861,54.6876,244.8581,54.6897,244.86,54.6883,2451p545_ac51-043591,244.8893,54.6789,2451p545_ac51-031090,244.8604,54.6889,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1283_infraredctmask_pred.png
4519,242.456,54.1415,1C_1P,0.9945,242.4545,54.1308,242.4481,54.1351,242.4505,54.1327,2425p545_ac51-018930,242.4565,54.1415,2425p545_ac51-018524,242.4503,54.1332,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4519_infraredctmask_pred.png
4519,242.456,54.1415,1C_2P,0.9926,242.4649,54.1375,242.4505,54.1463,242.4561,54.1415,2425p545_ac51-018930,242.4565,54.1415,2425p545_ac51-018930,242.4565,54.1415,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4519_infraredctmask_pred.png
2767,243.745,54.1716,1C_1P,0.9926,243.7444,54.1927,243.7386,54.1965,243.742,54.195,2425p545_ac51-023978,243.7452,54.1716,2425p545_ac51-023445,243.7425,54.195,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2767_infraredctmask_pred.png
2328,244.102,54.3808,1C_1P,0.9959,244.0893,54.3805,244.082,54.3852,244.0864,54.3823,2451p545_ac51-036296,244.1023,54.3807,2451p545_ac51-037733,244.0828,54.382,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2328_infraredctmask_pred.png
1674,244.608,55.5286,1C_1P,0.999,244.6241,55.5278,244.62,55.5304,244.623,55.5289,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1674_infraredctmask_pred.png
1674,244.608,55.5286,1C_1P,0.9188,244.5705,55.5279,244.5641,55.5335,244.5662,55.5305,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1674_infraredctmask_pred.png
232,245.957,55.1767,1C_1P,0.9986,245.9853,55.1884,245.9805,55.1918,245.984,55.1899,2451p545_ac51-052224,245.9568,55.1769,2451p545_ac51-054312,245.9206,55.1683,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_232_infraredctmask_pred.png
232,245.957,55.1767,1C_1P,0.9981,245.9228,55.1675,245.9196,55.1698,245.9209,55.168,2451p545_ac51-052224,245.9568,55.1769,2451p545_ac51-052224,245.9568,55.1769,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_232_infraredctmask_pred.png
232,245.957,55.1767,1C_1P,0.9892,245.9284,55.1525,245.9216,55.1569,245.9243,55.1544,-,245.9568,55.1769,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_232_infraredctmask_pred.png
3129,243.497,56.7613,1C_1P,0.9983,243.4781,56.7649,243.4741,56.7674,243.4761,56.7659,2426p560_ac51-057145,243.4977,56.761,2426p560_ac51-057145,243.4977,56.761,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3129_infraredctmask_pred.png
3409,243.264,54.5399,1C_3P,0.9316,243.2753,54.5338,243.2515,54.5481,243.2641,54.54,2425p545_ac51-029533,243.2643,54.5404,2425p545_ac51-029533,243.2643,54.5404,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3409_infraredctmask_pred.png
4922,242.141,54.5813,2C_2P,0.9693,242.1364,54.5648,242.12,54.5742,242.1269,54.5667,2425p545_ac51-033887,242.1405,54.5815,2425p545_ac51-034081,242.1243,54.5706,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4922_infraredctmask_pred.png
4922,242.141,54.5813,2C_2P,0.9371,242.1562,54.5794,242.1346,54.5913,242.1451,54.5857,2425p545_ac51-033887,242.1405,54.5815,2425p545_ac51-034183,242.1377,54.5855,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4922_infraredctmask_pred.png
3686,243.077,54.1212,1C_1P,0.9963,243.0622,54.098,243.0558,54.1021,243.0585,54.0998,2425p545_ac51-020659,243.077,54.1215,2425p545_ac51-020627,243.0584,54.1004,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3686_infraredctmask_pred.png
5537,241.546,55.9804,1C_1P,0.997,241.5217,55.9744,241.5139,55.9791,241.5189,55.9766,2426p560_ac51-036686,241.5458,55.9807,2426p560_ac51-036761,241.5184,55.9767,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5537_infraredctmask_pred.png
5537,241.546,55.9804,1C_1P,0.9948,241.5515,55.9775,241.5406,55.9839,241.5456,55.9802,2426p560_ac51-036686,241.5458,55.9807,2426p560_ac51-036686,241.5458,55.9807,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5537_infraredctmask_pred.png
2620,243.865,54.5704,1C_1P,0.9986,243.8681,54.5681,243.8601,54.5732,243.8651,54.5702,2451p545_ac51-036118,243.8656,54.5707,2451p545_ac51-036118,243.8656,54.5707,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2620_infraredctmask_pred.png
2620,243.865,54.5704,1C_1P,0.9969,243.8432,54.5504,243.8347,54.556,243.8399,54.5527,2451p545_ac51-036118,243.8656,54.5707,2451p545_ac51-036256,243.8397,54.5529,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2620_infraredctmask_pred.png
2620,243.865,54.5704,1C_1P,0.9944,243.8332,54.5886,243.8275,54.5924,243.8302,54.5903,2451p545_ac51-036118,243.8656,54.5707,2425p545_ac51-026137,243.8303,54.5906,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2620_infraredctmask_pred.png
2620,243.865,54.5704,1C_1P,0.977,243.8539,54.5509,243.8479,54.5552,243.8506,54.5528,2451p545_ac51-036118,243.8656,54.5707,2451p545_ac51-037132,243.8499,54.5535,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2620_infraredctmask_pred.png
312,245.838,54.6934,1C_1P,0.9969,245.8395,54.6928,245.8355,54.6956,245.8373,54.6938,2451p545_ac51-046310,245.8375,54.6943,2451p545_ac51-046310,245.8375,54.6943,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_312_infraredctmask_pred.png
3221,243.414,53.9686,1C_1P,0.998,243.4174,53.9665,243.4091,53.9717,243.4142,53.9689,2425p545_ac51-000667,243.4127,53.9697,2425p545_ac51-000667,243.4127,53.9697,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3221_infraredctmask_pred.png
3221,243.414,53.9686,1C_1P,0.9958,243.439,53.9763,243.4351,53.9788,243.4368,53.9773,2425p545_ac51-000667,243.4127,53.9697,2425p545_ac51-001245,243.4365,53.9776,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3221_infraredctmask_pred.png
3876,242.917,54.7405,1C_1P,0.998,242.9186,54.7393,242.913,54.743,242.9165,54.7408,2425p545_ac51-046895,242.9162,54.741,2425p545_ac51-046895,242.9162,54.741,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3876_infraredctmask_pred.png
3354,243.318,56.2249,1C_1P,0.9991,243.3222,56.2229,243.3158,56.2269,243.3185,56.2247,2426p560_ac51-047522,243.3163,56.2242,2426p560_ac51-047522,243.3163,56.2242,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3354_infraredctmask_pred.png
1359,244.812,54.3713,1C_1P,0.9994,244.824,54.3819,244.8174,54.3864,244.822,54.3838,2451p545_ac51-034314,244.8125,54.3711,2451p545_ac51-015794,244.8221,54.3843,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1359_infraredctmask_pred.png
2116,244.304,56.1492,1C_1P,0.9897,244.292,56.127,244.2855,56.1312,244.29,56.1288,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2116_infraredctmask_pred.png
2116,244.304,56.1492,1C_1P,0.9692,244.3438,56.1525,244.3409,56.1544,244.3424,56.1531,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2116_infraredctmask_pred.png
6198,240.917,54.8575,1C_1P,0.9843,240.8828,54.8693,240.875,54.8736,240.8788,54.8713,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6198_infraredctmask_pred.png
1148,245.012,55.2598,1C_1P,0.9989,245.0019,55.2698,244.9952,55.2743,244.9994,55.272,2451p545_ac51-056944,245.0123,55.2602,2451p545_ac51-058380,245.0006,55.2724,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1148_infraredctmask_pred.png
1929,244.383,53.8512,1C_1P,0.9986,244.3879,53.8487,244.38,53.8539,244.3834,53.8512,2451p545_ac51-008128,244.3835,53.8514,2451p545_ac51-008128,244.3835,53.8514,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1929_infraredctmask_pred.png
1344,244.898,56.2349,1C_1P,0.9993,244.8865,56.2471,244.8791,56.2514,244.8818,56.2493,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1344_infraredctmask_pred.png
129,246.064,54.1963,1C_1P,0.9976,246.0675,54.1935,246.0579,54.1997,246.0642,54.1963,2451p545_ac51-023684,246.0627,54.1951,2451p545_ac51-023684,246.0627,54.1951,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_129_infraredctmask_pred.png
4207,242.65,56.7378,1C_1P,0.9951,242.6925,56.7447,242.6856,56.7488,242.6883,56.7465,2426p560_ac51-058321,242.651,56.738,2426p560_ac51-057698,242.6891,56.7471,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4207_infraredctmask_pred.png
3621,243.113,55.0242,1C_1P,0.9931,243.1408,55.0063,243.1379,55.0082,243.1406,55.007,2425p545_ac51-055586,243.1134,55.0245,2425p545_ac51-055586,243.1134,55.0245,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3621_infraredctmask_pred.png
6356,240.636,54.9019,1C_1P,0.9957,240.6441,54.8985,240.6297,54.9066,240.636,54.9018,2400p545_ac51-049233,240.6341,54.9012,2400p545_ac51-049233,240.6341,54.9012,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6356_infraredctmask_pred.png
202,246.055,55.8881,1C_1P,0.9988,246.0559,55.8689,246.0502,55.8728,246.054,55.8704,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_202_infraredctmask_pred.png
202,246.055,55.8881,1C_1P,0.9951,246.0287,55.8947,246.0238,55.898,246.0261,55.8961,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_202_infraredctmask_pred.png
5098,242.004,54.3618,2C_2P,0.9963,242.0114,54.353,241.9927,54.3643,242.0037,54.3606,2425p545_ac51-033523,242.0029,54.3595,2425p545_ac51-033523,242.0029,54.3595,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5098_infraredctmask_pred.png
5605,241.574,54.2227,1C_1P,0.9946,241.5747,54.2218,241.5705,54.2244,241.5736,54.2227,2425p545_ac51-012860,241.5736,54.2231,2425p545_ac51-012860,241.5736,54.2231,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5605_infraredctmask_pred.png
5605,241.574,54.2227,1C_1P,0.9821,241.6108,54.2059,241.6063,54.2087,241.6095,54.2071,2425p545_ac51-012860,241.5736,54.2231,2425p545_ac51-013892,241.6103,54.2076,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5605_infraredctmask_pred.png
1250,244.888,54.1582,1C_1P,0.9821,244.8538,54.1811,244.8498,54.1837,244.8516,54.1824,2451p545_ac51-018681,244.8879,54.1584,2451p545_ac51-018209,244.8516,54.1827,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1250_infraredctmask_pred.png
1250,244.888,54.1582,1C_1P,0.9498,244.9198,54.1736,244.9168,54.1757,244.919,54.1746,2451p545_ac51-018681,244.8879,54.1584,2451p545_ac51-018233,244.9193,54.1747,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1250_infraredctmask_pred.png
73,246.228,54.0671,1C_1P,0.9942,246.229,54.0663,246.2251,54.069,246.2279,54.0672,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_73_infraredctmask_pred.png
1970,244.419,56.0523,1C_1P,0.9968,244.4553,56.0725,244.4499,56.076,244.4538,56.074,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1970_infraredctmask_pred.png
1970,244.419,56.0523,1C_1P,0.9203,244.4333,56.0645,244.4303,56.0665,244.4332,56.0654,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1970_infraredctmask_pred.png
6112,240.954,55.7112,1C_1P,0.9912,240.9923,55.693,240.9888,55.6952,240.9912,55.694,2399p560_ac51-024590,240.9556,55.7107,2399p560_ac51-024394,240.9917,55.694,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6112_infraredctmask_pred.png
6112,240.954,55.7112,1C_3P,0.9978,240.9701,55.7013,240.9271,55.7224,240.9474,55.7108,2399p560_ac51-024590,240.9556,55.7107,2399p560_ac51-024540,240.9486,55.7126,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6112_infraredctmask_pred.png
3456,243.232,53.998,1C_1P,0.9986,243.2,54.0041,243.196,54.0067,243.1987,54.0053,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3456_infraredctmask_pred.png
3456,243.232,53.998,1C_1P,0.9969,243.275,53.9872,243.2647,53.9937,243.2448,53.9759,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3456_infraredctmask_pred.png
3456,243.232,53.998,1C_1P,0.9838,243.2294,54.0193,243.2249,54.0223,243.2267,54.0207,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3456_infraredctmask_pred.png
4796,242.259,54.0433,1C_1P,0.9938,242.2485,54.0425,242.2394,54.0481,242.245,54.0449,2425p545_ac51-007659,242.2591,54.0436,2425p545_ac51-007659,242.2591,54.0436,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4796_infraredctmask_pred.png
